"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.1.Dec.2018","sheets.players.League","sheets.players.Age.on.1.Dec.2018","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.Subbed","sheets.players.Revised","sheets.header_image"
"27","","New entry","Ewa Pajor","Forward","Wolfsburg","Frauen Bundesliga","22","Poland","Other nationalities, Frauen Bundesliga, Forwards","","","https://media.guim.co.uk/23ac6b96fe408c4262b6a352886724aa2ae4e795/886_172_1141_1141","cropRatio=1141,1141&size=140,500,1000,1141","https://media.guim.co.uk/ebf149091a227afa26f643cb5fc99f0eef647ae4/0_216_3675_2206","cropRatio=3675,2206&size=140,500,1000,2000,3675","","The Poland striker did not make last year's top 100, but she is undoubtedly the breakout star of 2018. Pajor had a quiet end to 2017-18 on the goalscoring front – saving her best for the Champions League, where she scored in both legs against Slavia Prague and in the semi-final second leg against Chelsea. The youngster has gone up a few gears this season and by the end of November had 12 league goals, including three hat-tricks, putting her six clear of her teammate Pernille Harder and anyone else in the league. She also scored in both legs of Wolfsburg’s Champions League tie against Atlético Madrid and the signs are she will get better and better.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"28","22","-6","Jess Fishlock","Midfielder","Lyon","Division 1 Féminine","31","Wales","Other nationalities, Division 1 Feminine, Midfielders","","","https://media.guim.co.uk/45caccded11e63fadae697991e792f7bb03e4487/945_281_1429_1429","cropRatio=1429,1429&size=140,500,1000,1429","https://media.guim.co.uk/d9267e637648c1e49ebfed42bee0d1092385d9a2/0_25_3296_1978","cropRatio=3296,1978&size=140,500,1000,2000,3296","","The Wales captain ranks inside our top 30 for the third consecutive year and it is a testament to her consistency that she is rated so highly around the world. Fishlock started the year by once again helping Melbourne City win the W-League, scoring goals in both the semi-final and final, before returning to the NWSL for another solid season with Seattle. A play-off semi-final defeat meant no title though and Fishlock admitted Wales losing out on <a href=""https://www.theguardian.com/football/2018/aug/28/jess-fishlock-reaching-a-world-cup-would-be-the-best-thing-in-my-life"">a World Cup place</a> “took something from her”, but her year ended on a positive with a move to European champions Lyon, where she scored on her home debut against Montpellier.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"29","37","8","Daniëlle van de Donk","Midfielder","Arsenal","WSL","27","Netherlands","Dutch, WSL, Midfielders","","","https://media.guim.co.uk/3d694565db7d44f77223a7cbdab879bcc7f84f0e/972_350_589_589","cropRatio=589,589&size=140,500,589","https://media.guim.co.uk/5cfd28ce07e10e6a5a1fd44a82aa6bc1072d0bcf/0_234_4282_2569","cropRatio=4282,2569&size=140,500,1000,2000,4282","","A rise of eight places shows how good the often underappreciated Van de Donk has been at times in 2018. Voted Arsenal’s player of the year for 2017-18, she has started the new season with seven goals already – including a hat-trick against West Ham – and a recent streak of four in as many games. Van de Donk has remained a regular for her country under Sarina Wiegman and played an important role in the Netherlands securing their place at next summer’s World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"30","21","-9","Shanice van de Sanden","Forward","Lyon","Division 1 Féminine","26","Netherlands","Dutch, Division 1 Feminine, Forwards","","","https://media.guim.co.uk/d6e766b0e2ac974a68b1fed6a5ad9aea4d21164c/2372_114_1296_1297","cropRatio=1296,1297&size=500,1000,1296","https://media.guim.co.uk/806eefc315825d1fc18bce5f949e60d605c148c9/0_176_4243_2547","cropRatio=4243,2547&size=140,500,1000,2000,4243","","Van de Sanden drops slightly this year due to a lack of consistency and not always being a regular starter, but earns her lofty position after the remarkable impact she had in the biggest game of the year. With Lyon trailing 1-0 in extra time of May’s Champions League final, Van de Sanden came on and used her fresh legs to devastating effect in setting up three goals in quick succession. She opened her account for the new season on the opening day against Lille and scored three goals this year as the Netherlands qualified for the World Cup, including one against Denmark in the play-offs.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"31","43","12","Sara Björk Gunnarsdóttir","Midfielder","Wolfsburg","Frauen Bundesliga","28","Iceland","Icelandic, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/b5ce7f6be6f79a344f149a73f38b2f57788a2335/2389_185_800_800","cropRatio=800,800&size=140,500,800","https://media.guim.co.uk/0e9e7021ea42261d5f2848d7583759ea603ae751/0_63_4252_2552","cropRatio=4252,2552&size=140,500,1000,2000,4252","","It has been another solid and consistent year from the classy Gunnarsdóttir. She played a big part in Wolfsburg’s domestic double and run to the Champions League final, proving especially prominent with some vital contributions in the latter. The Iceland international scored a big away goal <a href=""https://www.theguardian.com/football/2018/apr/22/chelsea-wolfsburg-women-champions-league-semi-final-first-leg-match-report"">in the semi-final against Chelsea</a> but was disappointed in the final when injury meant she had to be substituted after an hour. She was influential as Iceland almost upset Germany to reach the World Cup but endured further heartbreak when her last-minute penalty miss against Slovakia meant they did not even earn a play-off.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"32","33","1","Julie Ertz","Midfielder","Chicago Red Stars","NWSL","26","USA","American, NWSL, Midfielders","","","https://media.guim.co.uk/e4a0f19db67a4e59678d1e7a81f825aaa87d041e/1147_132_803_803","cropRatio=803,803&size=140,500,803","https://media.guim.co.uk/289b4b0ffae319651e04e5a6a5d3420daf5d42c4/0_122_2700_1620","cropRatio=2700,1620&size=140,500,1000,2000,2700","","Now one of the most talented and consistent midfielders in the game, Ertz has enjoyed an impressive 2018. She did not score for Chicago during the NWSL campaign but played a key role in helping her side reach the play-offs. International duty ensured a stop-start feel to her season but she popped up with goals for USA against Brazil, Mexico and in a World Cup qualifier against Jamaica during their unbeaten year.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"33","20","-13","Jackie Groenen","Midfielder","Frankfurt","Frauen Bundesliga","23","Netherlands","Dutch, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/9fbc02c18f19609c633adc8e330be4e7a7e87bec/1173_171_728_728","cropRatio=728,728&size=140,500,728","https://media.guim.co.uk/94e7b1534d01734988bf9af441d4b0786572d0eb/0_36_4282_2571","cropRatio=4282,2571&size=140,500,1000,2000,4282","","Groenen was always going to find it hard to replicate last year’s rise but she has still been a consistent performer this time around. Always classy on the ball, she has had a hard time of it with an inconsistent Frankfurt side but started her year off well with a goal against Hoffenheim and a brace against Jena. She recently found the net in a thrilling 4-3 win over Freiburg and, alongside her domestic exploits, remained a regular starter for the Netherlands throughout 2018. This year might not have been a patch on her 2017, but Groenen has shown moments of quality nonetheless.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"34","18","-16","Nadia Nadim","Forward","Manchester City","WSL","30","Denmark","Other nationalities, WSL, Forwards","","","https://media.guim.co.uk/c36ae437e693f75d1454212e2b0918a1e8394544/2055_101_834_834","cropRatio=834,834&size=140,500,834","https://media.guim.co.uk/3f0291db6ff1e90d6711cc76bcd8e4636e477f10/0_57_5161_3098","cropRatio=5161,3098&size=140,500,1000,2000,5161","","It has been a chalk and cheese year for Nadim, whose form for Denmark keeps her in a good position. She joined Manchester City in January and started with plenty of promise, scoring minutes into her debut and following that with the winner against Chelsea in the WSL Cup semi-final. But a transfer request and struggle for form have been the unhappy backdrop of a slow start to 2018-19 in which Nadim has failed to score a WSL goal. Seven goals for Denmark – including a play-off strike against the Netherlands – have rescued her year.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"35","27","-8","Becky Sauerbrunn","Defender","Utah Royals","NWSL","33","USA","American, NWSL, Defenders","","","https://media.guim.co.uk/66cb1da5bbfa0dbc631908eeb6d5dc5e9c0177cc/838_198_1115_1115","cropRatio=1115,1115&size=140,500,1000,1115","https://media.guim.co.uk/b8b5d34fb5648deadcc0bc1bec5714ad5102fa0a/0_80_2700_1620","cropRatio=2700,1620&size=140,500,1000,2000,2700","","The experienced Sauerbrunn enjoyed a consistent season for new NWSL side Utah Royals under Laura Harvey. In what was always going to be a difficult first campaign for the team, Sauerbrunn's composed defending helped them to eight clean sheets. She had to wait until April before making an appearance for USA, but became a more regular member of the team thereafter and showed that she still has plenty to give.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"36","15","-21","Jodie Taylor","Forward","Seattle Reign","NWSL","32","England","English, NWSL, Forwards","","","https://media.guim.co.uk/8b804ec97ee5609943e19622e54eb7f8164c778d/955_60_713_713","cropRatio=713,713&size=140,500,713","https://media.guim.co.uk/e06c4c705e7e26d99097fb43d00cf5dc4927abc1/91_4_2230_1339","cropRatio=2230,1339&size=140,500,1000,2000,2230","","Taylor's position on this list has fallen after she failed to build on an impressive 2017 with England. She won the European Championship golden boot last year but has struggled for regular games under the new head coach, Phil Neville, even if she did score in his first game – <a href=""https://www.theguardian.com/football/2018/mar/01/england-france-shebelieves-cup-match-report"">against France</a> – back in March. At club level, things were much more successful after returning to America with Seattle Reign. Taylor warmed up by scoring in the W-League final for Melbourne City and nine NWSL goals followed, including a strike on her debut against Washington Spirit.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"37","25","-12","Steph Houghton","Defender","Manchester City","WSL","30","England","English, WSL, Defenders","","","https://media.guim.co.uk/8c087b01ed0cb9090cc9a714ef3fa4c5070b2664/824_57_582_582","cropRatio=582,582&size=140,500,582","https://media.guim.co.uk/614156e3b29d10f52507f45cf93c13e5116813fa/0_181_4282_2570","cropRatio=4282,2570&size=140,500,1000,2000,4282","","The England captain endured an injury-hit start to 2018 but Phil Neville believes she has been playing the best football of her career since the start of this season. Houghton returned to the national team squad and has retained the armband ever since, <a href=""https://www.theguardian.com/football/2018/nov/10/steph-houghton-england-stage-set-celebrate-100th-cap"">picking up her 100th cap</a> in the final game of the year against Sweden. She recently put aside <a href=""https://www.theguardian.com/football/2018/sep/18/bolton-stephen-darby-retires-motor-neurone-disease"">a difficult personal situation</a> and returned to top form as Manchester City continued their unbeaten start to the new season, scoring a sensational last-minute goal against Bristol and another on her 100th WSL appearance against West Ham.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"38","","Re-entry","Sara Däbritz","Midfielder","Bayern Munich","Frauen Bundesliga","23","Germany","German, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/644f73894183f8645c361ebf4ed3a673fae8bb8a/1099_105_629_630","cropRatio=629,630&size=500,629","https://media.guim.co.uk/47af540e934823eb770f5b8d3466a2508101082c/0_76_4252_2551","cropRatio=4252,2551&size=140,500,1000,2000,4252","","Däbritz was frustrated by injuries in 2017, but the 23-year-old showed why she is still regarded as one of Europe’s most promising players this time around. The midfielder scored eight goals in the second half of the 2017-18 season, including a beauty against Hoffenheim and a hat-trick against Werder Bremen. A further four goals in 2018-19 have shown her continued impact on the Bayern team and she is once again a regular for Germany, scoring in an exciting 3-2 friendly win over Canada in the summer.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"39","67","28","Maren Mjelde","Midfielder","Chelsea","WSL","29","Norway","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/b01e17098726185dc27d44397cb9631a14e0484c/1174_31_1234_1235","cropRatio=1234,1235&size=500,1000,1234","https://media.guim.co.uk/971c37802e1211035cf2530b87c51587a52b3320/0_0_4282_2570","cropRatio=4282,2570&size=140,500,1000,2000,4282","","Norway endured a disastrous 2017 but things have improved significantly for them and for Mjelde. Her only goal of 2018 came in the first match of the year against Arsenal, but her quality, composure and ability on the ball have been the most persuasive demonstrations of her talent. After helping Chelsea to the domestic double, the national team captain proved influential as her side beat the Netherlands to an automatic spot for World Cup 2019.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"40","","Re-entry","Anja Mittag","Forward","Rosengard","Damallsvenskan","33","Germany","German, other leagues, Forwards","","","https://media.guim.co.uk/3902e22f88546c895c8b93071948c965fcf7e492/2985_268_1286_1286","cropRatio=1286,1286&size=140,500,1000,1286","https://media.guim.co.uk/35cf41e42b3572baa84ac82a3cb10b21e55cc8c8/0_148_4008_2405","cropRatio=4008,2405&size=140,500,1000,2000,4008","","Club responsibilites were Mittag's sole focus in 2018. She retired from international duty with Germany last year and the impact on her form for Swedish club Rosengard has been positive. She scored 17 league goals and six more in the cup, proving that her eye for goal has not dissipated, although defeat to Gothenburg on the final day denied Rosengard both the title and a Champions League spot. There was personal consolation for Mittag in the form of the Damallsvenskan golden boot.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"41","34","-7","Ji So-yun","Midfielder","Chelsea","WSL","27","South Korea","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/3136cd4ee29711da175abf5ceae14a8d78cfdc06/442_220_1765_1765","cropRatio=1765,1765&size=140,500,1000,1765","https://media.guim.co.uk/aea18833080fabd4feed140248897e759e0a1e3c/0_52_3500_2100","cropRatio=3500,2100&size=140,500,1000,2000,3500","","Ji’s consistency fluctuated at times during 2018 but her finer moments reminded people why she remains among the best technicians in the world. Having opened the year with a goal against Arsenal, she ended her season with two stunning efforts against Liverpool to save Chelsea’s unbeaten campaign – while she also scored their only goal in their Champions League semi-final against Wolfsburg. Five goals for South Korea at the Women’s Asian Games were her highlights on the international stage and they secured ther country's spot at next summer’s World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"42","96","54","Nikita Parris","Forward","Manchester City","WSL","24","England","English, WSL, Forwards","","","https://media.guim.co.uk/9f009b7f0f7aee7e93e2096ea67f5987d7748cf8/2361_671_1537_1537","cropRatio=1537,1537&size=140,500,1000,1537","https://media.guim.co.uk/3acddd9181471b16d032ae10330d5a5e7ff044d5/0_357_4225_2535","cropRatio=4225,2535&size=140,500,1000,2000,4225","","By her own admission, Parris is in the best form of her career. A haul of 20 league goals in the first 11 months of 2018 has taken her above Eni Aluko as the top scorer in the WSL's history and she has become a regular starter under Phil Neville for England. Her goal in Wales <a href=""https://www.theguardian.com/football/2018/aug/31/england-wales-womens-world-cup-qualifier-match-report"">helped England secure qualification</a> for the 2019 World Cup and she continued her good form by setting up Fran Kirby’s winner in a recent friendly against Brazil. With pace to burn, Parris will continue to be a threat to any full-back.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"43","59","16","Lina Magull","Midfielder","Bayern Munich","Frauen Bundesliga","24","Germany","German, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/83fe629ebee0a956ab581de6a1eeaee2284b5888/856_395_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/91e7729ab48afd2af61e952d90f280a24968436a/0_0_3791_2274","cropRatio=3791,2274&size=140,500,1000,2000,3791","","Magull’s form in the 2017-18 season, which included a hat-trick against Cologne early this year, earned her a move from Freiburg to Bayern Munich in time for the current campaign. She went on to score three goals in her opening two matches for Bayern, but her assist tally for the year is just as impressive as her goal record. The 24-year-old has also solidified her role as a key player for Germany, proving her worth as a creative force but also scoring four goals as the team qualified for the 2019 World Cup.","Rich Laverty","100","MC√","NA√","RB","header-image-1_albatross.png"
"44","","New entry","Linda Dallmann","Forward","Essen","Frauen Bundesliga","24","Germany","German, Frauen Bundesliga, Forwards","","","https://media.guim.co.uk/ac172e874c643b628896a519a0eee67bcf06cc6a/1510_131_651_651","cropRatio=651,651&size=140,500,651","https://media.guim.co.uk/fd931947e93e619d203cc0636f3b648cd69862e3/66_303_4120_2472","cropRatio=4120,2472&size=140,500,1000,2000,4120","","Fans of Essen and Germany can only be excited about what Dallman might achieve in the future. She has had a superb year, scoring 11 league goals – including an impressive hat-trick against Frankfurt – and has been propelled into the top bracket of young players in Europe. Dallmann found the net twice for the national team in 2018 and it will be fascinating to see what she can do when the 2019 World Cup comes around.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"45","112","Re-entry","Rachel Daly","Forward","Houston Dash","NWSL","27","England","English, NWSL, Forwards","","","https://media.guim.co.uk/7783aa4098861eef72e1eacec6c1ad0707c47a21/1659_123_925_925","cropRatio=925,925&size=140,500,925","https://media.guim.co.uk/d8a77af57dcce88a336241a1c1806605b3ab487b/222_213_2764_1659","cropRatio=2764,1659&size=140,500,1000,2000,2764","","It looked like being another ""what if"" year for Daly when the new Houston Dash manager, Vera Pauw, kept her in a full-back role. But she moved up front after a few games and never looked back, entering the top five of the NWSL scoring charts with 10 goals. Dash missed out on the play-offs despite Daly's impressive form, which has continued with England. Phil Neville has made her a regular member of his team and she has found the net twice for her country in 2018.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"46","91","45","Lynn Williams","Forward","North Carolina Courage","NWSL","25","USA","American, NWSL, Forwards","","","https://media.guim.co.uk/121902c9943368bbb7ef6d279975030b285b2967/882_265_560_560","cropRatio=560,560&size=140,500,560","https://media.guim.co.uk/df1e7830806113d8da979b7afb01759b8070deed/262_0_1689_1013","cropRatio=1689,1013&size=140,500,1000,1689","","Williams played a big role in North Carolina Courage's NWSL title win this year, only trailing Sam Kerr in the scoring charts. She found the net 14 times, four of those strikes coming against the Courage’s main rivals, Portland Thorns. Five assists showed off another side to her game. Although Williams only appeared in four matches for USA and none since the SheBelieves Cup back in March, she will be hard to ignore if this form continues into 2019.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"47","","New entry","Almuth Schult","Goalkeeper","Wolfsburg","Frauen Bundesliga","27","Germany","German, Frauen Bundesliga, Goalkeepers","","","https://media.guim.co.uk/df25cbe93173416cec1bde41be8df2931b7076a7/464_51_1035_1035","cropRatio=1035,1035&size=140,500,1000,1035","https://media.guim.co.uk/feadb14569898365773f0386d4f4fe508f4bb8de/0_0_2296_1378","cropRatio=2296,1378&size=140,500,1000,2000,2296","","The Germany No 1 kept 10 clean sheets in 11 Frauen Bundesliga games for Wolfsburg during the second half of the 2017-18 season, including nine in a row. The only goals Schult conceded in that run came against Bayern Munich when the league was already won. She also popped up with a surprise assist for Pernille Harder in the Champions League final but her finest moment came when she saved two penalties in the shootout of the German Cup final to help Wolfsburg take the trophy. Schult also maintained her status as Germany’s No 1 throughout the year.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"48","78","30","Svenja Huth","Forward","Turbine Potsdam","Frauen Bundesliga","27","Germany","German, Frauen Bundesliga, Forwards","","","https://media.guim.co.uk/8f2bb6cb16b7228de8d0f764668e7627b733f9d7/1141_357_1143_1143","cropRatio=1143,1143&size=140,500,1000,1143","https://media.guim.co.uk/a422f2cf31ffe265f8ba670733fd2207cadbc9db/0_447_6400_3839","cropRatio=6400,3839&size=140,500,1000,2000,6400","","This has been another consistent and solid year for one of Europe’s most highly-rated strikers. Eight league goals for Turbine Potsdam during 2018 included several winners and she continued to consolidate her spot in the Germany national team. Huth played in all three games at the SheBelieves Cup but saved two of her three international goals for a critical World Cup qualifier in Iceland, a match that all but confirmed Germany’s spot at the World Cup.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"49","42","-7","Jennifer Hermoso","Forward","Atlético Madrid","La Liga Iberdrola","28","Spain","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/40492c83967020cbf15a5ae687ba8645a206ae0f/1195_186_727_726","cropRatio=727,726&size=140,500,727","https://media.guim.co.uk/e72249bdd24e5a0f4d05d6006adfecef5afc6eb3/0_120_4961_2976","cropRatio=4961,2976&size=140,500,1000,2000,4961","","Hermoso split her year between Paris and Madrid, ending her only season at PSG with five league goals in the first half of 2018 before returning to Spain with champions, Atlético. She has reacclimatised like a duck to water, failing to score in only two league matches so far this season, and her tally stood at seven at the end of November. Internationally, Hermoso continued to be the driving force in Spain’s World Cup qualifying campaign with goals against Austria, Finland and Serbia as they booked their spot in France.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"50","109","New entry","Debinha","Forward","North Carolina Courage","NWSL","27","Brazil","Other nationalities, NWSL, Forwards","","","https://media.guim.co.uk/c011541a7ea2feedfefb36f79900b26fab909def/850_400_979_979","cropRatio=979,979&size=140,500,979","https://media.guim.co.uk/5f5ea8a5144b7951463c81d8356c9abf67da29c8/0_30_6400_3840","cropRatio=6400,3840&size=140,500,1000,2000,6400","","Debinha just missed out on the top 100 last year but her role in North Carolina Courage's title win propels her straight into the top half. The Brazilian began her year with the winner against Portland Thorns, ending it by breaking the deadlock against the same opposition in the NWSL final – which Courage would go on to win 3-0. Another seven goals in between marked her out as one of the players of the season and, to boot, she scored four times for Brazil as they reached the 2019 World Cup by <a href=""https://www.theguardian.com/football/2018/apr/25/brazil-womens-copa-america-chile-everyone-happy"">winning the Copa América Femenina</a>.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"51","30","-21","Christen Press","Forward","Utah Royals","NWSL","29","USA","American, NWSL, Forwards","","","https://media.guim.co.uk/51101e044841487dcdefe4501ba38443d6cb2b55/1213_95_718_717","cropRatio=718,717&size=140,500,718","https://media.guim.co.uk/4f898086e5b231b697c7f1278c6ba3367ec2e5d7/0_160_4303_2581","cropRatio=4303,2581&size=140,500,1000,2000,4303","","Press began the year <a href=""https://www.theguardian.com/football/2018/mar/13/christen-press-houston-dash-trade-womens-soccer-uswnt"">embroiled in a tug of war</a> after being traded to Houston Dash. The USA forward never played a game for the NWSL side and instead opted to join Gothenburg, in Sweden, where she would score four league goals before joining Utah Royals. She only scored two more goals there, often finding herself played out wide, and overall it was hardly the finest season of her career. Now she must fight to ensure she is part of Jill Ellis's squad for the World Cup, having mustered only a couple of goals for the national team in 2018.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"52","26","-26","Cristiane","Forward","Changchun Zhuoyue","CWSL","33","Brazil","Other nationalities, Other Leagues, Forwards","","","https://media.guim.co.uk/3877e6276cfc97cba6d99b55a72fb9c562f7a01f/2172_307_1061_1061","cropRatio=1061,1061&size=140,500,1000,1061","https://media.guim.co.uk/be9b832495118f1e7df3443af46186685bbf26c6/0_4_3217_1930","cropRatio=3217,1930&size=140,500,1000,2000,3217","","One of the most talented and creative forwards in the game, Cristiane has virtually removed herself from the public eye by moving to China to play for Changchun Zhuoyue. Six goals so far in the domestic competition – plus four for Brazil as her country won the Copa América Femenina – mean it has not been a bad year though, and she has still been able to show her creative ability in a league to which an increasing number of well-known players are heading. At 33, France 2019 may be her last chance to star on the big stage.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"53","","New entry","Christiane Endler","Goalkeeper","PSG","Division 1 Féminine","27","Chile","Other nationalities, Division 1 Feminine, Goalkeepers","","","https://media.guim.co.uk/df2b0e33dc9229986b55ea272f1ee7f98163d5f9/449_86_566_566","cropRatio=566,566&size=140,500,566","https://media.guim.co.uk/c18670bfcebe522ae600c244c073cf280724c8fb/0_0_3000_1800","cropRatio=3000,1800&size=140,500,1000,2000,3000","","The PSG and Chile No 1 has developed into one of the world's top goalkeepers this year after taking the step up to France's top flight. Endler kept 11 clean sheets for her club this year and was trusted to play in big games against rivals Lyon, but she will probably be best remembered for her role in helping Chile qualify for their first World Cup. She kept four clean sheets in the Copa América Femenina and then was sensational in <a href=""https://www.theguardian.com/football/2018/nov/10/matildas-world-cup-seeding-at-risk-after-rare-home-loss-to-chile"">a recent friendly scalp</a> as Chile upset Australia 3-2.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"54","","New entry","Lia Wälti","Midfielder","Arsenal","WSL","25","Switzerland","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/c19085e2d19600d933bf6ef90c8ca848399fbfe6/1199_165_740_740","cropRatio=740,740&size=140,500,740","https://media.guim.co.uk/6c716b4629aaa05e87c6f6b53b1dc8e7c29c75e2/0_165_3600_2160","cropRatio=3600,2160&size=140,500,1000,2000,3600","","Given her undoubted quality it seems strange that this is Wälti’s first appearance in the top 100, but her role in Arsenal’s return to the top of the WSL may well have played a part. After a solid end to the 2017-18 season with Turbine Potsdam, Joe Montemurro brought her to London and she has played a vital role both controlling games and protecting her defence. She will be disappointed to miss the World Cup with Switzerland but it is no slight on her own personal year.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"55","46","-9","Toni Duggan","Forward","Barcelona","La Liga Iberdrola","27","England","English, Other leagues, Forwards","","","https://media.guim.co.uk/219d534e5a2484e069a89ebb9cd409447b06b33a/798_245_652_652","cropRatio=652,652&size=140,500,652","https://media.guim.co.uk/94587866dd59a0a3e2d225b3348e152051b1492a/375_317_3379_2028","cropRatio=3379,2028&size=140,500,1000,2000,3379","","Duggan says she has improved since leaving Manchester City for Barcelona, and her form has been consistently good throughout the year. She played a big role as Barça won the Spanish Cup last season but, perhaps invigorated by Phil Neville naming her as England captain for a recent friendly, her best performances seem to have been saved for the latter stages of 2018. A last-minute winner against Atlético was a particular highlight. Back in March, she scored the first goal of Neville's tenure.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"56","83","27","Mal Pugh","Forward","Washington Spirit","NWSL","20","USA","American, NWSL, Forwards","","","https://media.guim.co.uk/f3a63e8b1c1033fc9889aee06778b245b130205a/1590_106_882_882","cropRatio=882,882&size=140,500,882","https://media.guim.co.uk/6a51db06d3d1a2af021db2a6f872fde7d61ae024/0_41_2000_1200","cropRatio=2000,1200&size=140,500,1000,2000,2000","","Pugh's form early in 2018 could have merited an even higher position. Two goals and an assist in USA’s first match of the year against Denmark were followed by four more strikes for the national team but she has been held back slightly by her club form. She found the net twice for Washington Spirit at the start of the NWSL season but no goals came after that; regardless, the 20-year-old has shown a level of promise that bodes well for the future.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"57","51","-6","Sarah Bouhaddi","Goalkeeper","Lyon","Division 1 Féminine","32","France","French, Division 1 Feminine, Goalkeepers","","","https://media.guim.co.uk/9e0e6294d01669bc397d5167bdbc10bb6471579e/1475_157_1209_1209","cropRatio=1209,1209&size=140,500,1000,1209","https://media.guim.co.uk/101be0cce92b82e19aad420db33cdead26546475/0_10_1944_1166","cropRatio=1944,1166&size=140,500,1000,1944","","Bouhaddi tends to be defined by the occasional crazy moment, as shown most recently in a critical league game against PSG, and is a love-hate figure for many Lyon and France fans. But she has consistently been the No 1 keeper for Europe's top team over a number of years and it is hard to argue against her overall quality and her ability to perform when it matters. In the Champions League final Bouhaddi was only beaten by a deflection and she will probably start in goal when the hosts look to win the World Cup next summer.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
"58","","Re-entry","Jess McDonald","Forward","North Carolina Courage","NWSL","30","USA","American, NWSL, Forwards","","","https://media.guim.co.uk/5d0291b532edaf74b778e56038fbb2a5236d4c27/601_227_634_634","cropRatio=634,634&size=140,500,634","https://media.guim.co.uk/06d7bdfebc9e002134e5b0be2ced2f159faf98fb/0_156_3543_2126","cropRatio=3543,2126&size=140,500,1000,2000,3543","","McDonald had a superb year on a personal level, forming a deadly partnership with Lynn Williams as North Carolina Courage comfortably led the NWSL from start to finish. Ten league goals – added to eight assists – included several last-minute winners. But she saved her best contributions for last, scoring in the play-off semi-final against Chicago and twice against defending champions Portland Thorns in the final. She then scored <a href=""https://www.theguardian.com/football/2018/nov/08/us-womens-national-soccer-team-portugal-report"">her first goal for USA</a>, against Portugal, ensuring the perfect end to 2018 for a player who is really showing her quality.","Rich Laverty","100","MC√","NA√","RB√","header-image-1_albatross.png"
