"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.1.Dec.2020","sheets.players.League","sheets.players.Age.on.1.Dec.2020","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.Subbed","sheets.players.Revised","sheets.header_image"
"30","54","24","Kadidiatou Diani","Forward","PSG","Division 1 Féminine","25","France","French, Division 1 Feminine, Forwards","","","https://media.guim.co.uk/17f35efa069a2d33067d7e6bf2ee45d074c45b2d/396_148_1096_1096","cropRatio=1096,1096&size=140,500,1000,1096","https://media.guim.co.uk/54a41096e7d8eb66ce6e9d03db3f375d843133ed/0_38_1500_900","cropRatio=1500,900&size=140,500,1000,1500","","The flying winger has taken her game to another level in 2020 and rightly shoots into the top 30 for the first time. An early hat-trick set the tone for Diani’s year and rumours of a move to Portland Thorns didn’t affect her form as she remained one of PSG’s key attacking threats. Since the new season started, Diani has been untouchable, her pace and brilliant dribbling abilities making her a handful for even the best defences. She is continuing to add consistent goals to her all-round game too and scored eight times in her first nine league games this season. Diani has been impressive for France too, and is fast becoming one of the top attacking players in the world.","RL","","","TD","JA","header-image-day-1_alligator.png"
"31","28","-3","Christine Sinclair","Forward","Portland Thorns","NWSL","37","Canada","Other nationalities, NWSL, Forwards","","","https://media.guim.co.uk/ac2ae220a2701e10d706dc3cd9788bf4057573e8/2328_253_1114_1114","cropRatio=1114,1114&size=140,500,1000,1114","https://media.guim.co.uk/be33cac165ad63a612c33f8ed5239f1bc4130cdd/0_0_2839_1705","cropRatio=2839,1705&size=140,500,1000,2000,2839","","Even at 37, it appears there is no slowing down the great Sinclair. Her year started in historic fashion when her two goals in an Olympic qualifier made her the top scorer in international football, surpassing Abby Wambach’s long-standing record. At club level, Sinclair played almost every minute of the NWSL Challenge Cup and came alive with some stunning performances in the Fall Series, scoring six goals in just four games, including a superb hat-trick against OL Reign. Her vision and physicality make her a valuable asset to the Thorns and she continues to prove she can score goals at the highest level.","RL","","","TD","JA","header-image-day-1_alligator.png"
"32","16","-16","Daniëlle van de Donk","Midfielder","Arsenal","WSL","29","Netherlands","Dutch, WSL, Midfielders","","","https://media.guim.co.uk/ebffc8bb0605438fd08898b614cf650e6faea6ad/1631_85_1023_1024","cropRatio=1023,1024&size=500,1000,1023","https://media.guim.co.uk/34a8fa69387ef16431344653fd64c8ad704d6e71/0_220_4285_2571","cropRatio=4285,2571&size=140,500,1000,2000,4285","","Van de Donk drops this year but was still a key part of Arsenal’s midfield and a regular starter for her national team. The midfielder popped up with goals and assists throughout the year, the most important of which, pre-pandemic, came in the Continental Cup semi-final against Manchester City. She was also a creative influence, ending last season high up in the assist rankings for the WSL while with the Netherlands she has continued to contribute consistently, scoring three times in three recent Euro 2021 qualifiers as her country booked their spot in England with the hope of defending their title. All energy and not afraid to get stuck in, Van de Donk has sometimes been deployed in a more defensive role, but her qualities still predominantly suit an attacking game.","RL","","","TD","JA","header-image-day-1_alligator.png"
"33","55","22","Asisat Oshoala","Forward","Barcelona","Liga Iberdrola","26","Nigeria","Other nationalities, Liga Iberdrola, Forwards","","","https://media.guim.co.uk/c5a849ec0e1205b26fe23bcc74a77a6bf39ec881/382_44_521_521","cropRatio=521,521&size=140,500,521","https://media.guim.co.uk/dc0bc476ce99409caaea29ce5a9dc7f1e2e43ac6/0_111_2559_1535","cropRatio=2559,1535&size=140,500,1000,2000,2559","","Oshoala’s record in front of goal has improved massively. After failing to hit double figures in a league season since coming to Europe, Oshoala scored 20 for Barcelona last season, 13 of them coming from December onwards, including a stunning four-goal haul against CD Tacon, soon to become rivals Real Madrid. Two goals have her off the mark this season while a double against Sevilla has set her team up for a cup final early next year against Logrono. Her pace, energy and skill has honed her into the ideal forward for Barcelona’s side and she’s finally showing her talent with consistent performances.","RL","","","TD","JA","header-image-day-1_alligator.png"
"34","48","14","Irene Paredes","Defender ","PSG","Division 1 Féminine","29","Spain","Other nationalities, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/de11c25623e016bd3fbf862306c8a061e2a57c6e/2536_150_2161_2162","cropRatio=2161,2162&size=500,1000,2000,2161","https://media.guim.co.uk/5630eb73d0450c59734ab1e77d591ebefea4b306/0_133_4160_2496","cropRatio=4160,2496&size=140,500,1000,2000,4160","","PSG and Spain defender Paredes may not always get the plaudits that others in her position do, but she is consistently performing as one of the best in her position. Paredes ranks highly in the majority of defensive stats for 2020, with and without the ball. Her partnerships with her teammates in the PSG defence have helped the team keep eight clean sheets in a row in the league, conceding only one goal all season, on the opening day. At 29, Paredes is now at the peak of her powers and deservedly climbs the rankings for a fourth year in a row.","RL","","","TD","JA","header-image-day-1_alligator.png"
"35","35","0","Kosovare Asllani","Forward","Real Madrid","Liga Iberdrola","31","Sweden","Swedish, Liga Iberdrola, Forwards","","","https://media.guim.co.uk/9b9022b9951b8fc897403985590bba45fd5051e8/1870_138_759_760","cropRatio=759,760&size=500,759","https://media.guim.co.uk/92160ecfdd3652f0c69b6ef7a5d522ec554206af/0_0_2931_1759","cropRatio=2931,1759&size=140,500,1000,2000,2931","","It was always going to be interesting to see how a classy player got on going to a team where she was putting faith in growth. For the old CD Tacon, Asllani enjoyed a solid start to 2020, but since the change to Real Madrid the Swede has been on the very top of her game. Eight goals in eight games has set the midfielder apart as one of the leading performers in Spain and at the start of December she sat as the joint top scorer in the league alongside Atlético Madrid’s Ludmila. With Real Madrid building an exciting team for the future, Asllani is shining through and no doubt she will continue to grow along with the team.","RL","","","TD","JA","header-image-day-1_alligator.png"
"36","","Re-entry","Kadeisha Buchanan","Defender","Lyon","Division 1 Féminine","25","Canada","Other nationalities, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/6b290672d02d132cc091c2eb53d70c2fa8d90acc/1648_273_1139_1140","cropRatio=1139,1140&size=500,1000,1139","https://media.guim.co.uk/e121bfd4e9ba22f814de89fea59ef49f0cbe7c1d/0_0_2029_1218","cropRatio=2029,1218&size=140,500,1000,2000,2029","","Buchanan has been one of the most promising defenders around since breaking into the Canada national team as a youngster, but Lyon’s centre-back pairing of Wendie Renard and Griedge Mbock hasn’t always allowed her to show her talent at club level. The fact Lyon signed her at all demonstrates her quality and in Mbock’s absence Buchanan has really stepped up, forming a solid partnership with Renard as Lyon marched to another treble, culminating in an impressive performance against Wolfsburg in the final. She earned her 100th international cap at the start of the year when aged only 24, an incredible achievement in itself.","RL","","","TD","JA","header-image-day-1_alligator.png"
"37","74","37","Mapi León","Defender","Barcelona","Liga Iberdrola","25","Spain","Other nationalities, Liga Iberdrola, Defenders","","","https://media.guim.co.uk/07b83a0237fecb9fe2f4f52b0ede13cc038b290e/1234_73_687_687","cropRatio=687,687&size=140,500,687","https://media.guim.co.uk/08bf8e1c496d62ec8ff4d98929553171ca0e434e/715_54_2372_1424","cropRatio=2372,1424&size=140,500,1000,2000,2372","","León is now undoubtedly one of the top central defenders in the world. Whether for Barcelona or Spain, she is a rock at the back and rarely struggles to put in a top performance. Like many of the leading contemporary defenders, she is also incredibly comfortable playing out from the back, a staple of both the Barcelona and Spanish way of playing. Mapi came in well within the top five centre-backs in the world this year for passes completed, with nearly 2,000, and an incredibly accuracy percentage of 94%. She would deserve a major European or worldwide trophy with either club or country and at only 25 it’s arguable she’s not even at the peak of her powers.","RL","","","TD","JA","header-image-day-1_alligator.png"
"38","66","28","Lynn Williams","Forward","North Carolina Courage","NWSL","27","USA","American, NWSL, Forwards","","","https://media.guim.co.uk/f9bfaa3936dc8161098dd2c5535d98e14f56060c/1272_245_1040_1041","cropRatio=1040,1041&size=500,1000,1040","https://media.guim.co.uk/2a0e27aaced5b70fa17a3051becb40879611777f/466_238_3477_2086","cropRatio=3477,2086&size=140,500,1000,2000,3477","","With good movement, positional awareness and an ability to drift into spaces that benefit those around her, it’s been a good 2020 for Williams, who recorded the most assists of anyone in the USA national team with six during the year. But again it was her goals for which she was best known, finding the net three times in both the Challenge Cup and the subsequent Fall Series for North Carolina Courage. She scored three goals early in the year for the USA during Olympic qualifiers and continues to take on a growing importance in attack for them.","RL","","","TD","JA","header-image-day-1_alligator.png"
"39","81","42","Maren Mjelde","Defender","Chelsea","WSL","31","Norway","Other nationalities, WSL, Defenders","","","https://media.guim.co.uk/a4d048a89941f670441d6441b112ab218bcafc5b/1572_91_884_884","cropRatio=884,884&size=140,500,884","https://media.guim.co.uk/468f0f7d064f29ec750da67064bea056947e00fa/0_54_3179_1907","cropRatio=3179,1907&size=140,500,1000,2000,3179","","Mjelde is a player who makes everything look easy with very little fuss. She has adapted to consistently playing right-back for some time with Chelsea with no issues whatsoever and is part of one of the most solid defences in Europe. While she doesn’t have the outright pace of other full-backs, Mjelde makes up for it with her intelligence and creative passing ability. The Norwegian reads the game incredibly well and can always be relied upon from the spot, popping up with some big goals when her teammates haven’t been able to make the breakthrough from open play.","RL","","","TD","JA","header-image-day-1_alligator.png"
"40","37","-3","Sara Däbritz","Midfielder","PSG","Division 1 Féminine","25","Germany","German, Division 1 Feminine, Midfielders","","","https://media.guim.co.uk/d5124470d6da9061d60020f967aea1b4c1d73466/1020_65_699_698","cropRatio=699,698&size=140,500,699","https://media.guim.co.uk/0f95c6c297b995b64e3638f6ba45ebaabe3dbb7a/0_154_4192_2516","cropRatio=4192,2516&size=140,500,1000,2000,4192","","Däbritz didn’t feature as much as some this year but excelled when she did, and was particularly impressive after coming back from an ACL injury. Däbritz was in top form towards the end of 2019 but returned in the summer and was superb as PSG knocked Arsenal out of the Champions League, producing a commanding midfield performance. A player who can split a defence, Däbritz has wasted no time in returning to her best form and played an important role in PSG’s recent win against Lyon. Däbritz is also once again a regular performer for Germany and has showed no sign that injury has affected her quality or talent.","RL","","","TD","JA","header-image-day-1_alligator.png"
"41","57","16","Lina Magull","Midfielder","Bayern Munich","Frauen Bundesliga","26","Germany","German, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/be5ba8a49aa833ecc9e6ab8965b4021e1f260d3b/1430_89_1417_1417","cropRatio=1417,1417&size=140,500,1000,1417","https://media.guim.co.uk/6b52c84593dabba5ad82c171648cf06d1fc429d4/0_47_1000_600","cropRatio=1000,600&size=140,500,1000,1000","","Magull has become one of the classiest passers in the game and certainly one of the most creative. Her clever movement and interchange with her teammates has put her right up with the best in Europe when it comes to creating chances. After setting up five goals for others last season, Magull already has five assists this season and played a key role in Bayern Munich getting to the top of the league ahead of champions Wolfsburg, setting up the second goal in a thumping 4-1 win against the Champions League finalists. Magull is capable of chipping in with goals herself but her qualities really lie in her ability to unlock a defence.","RL","","","TD","JA","header-image-day-1_alligator.png"
"42","47","5","Steph Houghton","Defender","Manchester City","WSL","32","England","English, WSL, Defenders","","","https://media.guim.co.uk/57ef818dde335193d661c1254fb3ec6e314b62ff/2832_563_1489_1489","cropRatio=1489,1489&size=140,500,1000,1489","https://media.guim.co.uk/3cc01e2219625b0d4fc210032d1f144a20a42231/128_229_4449_2668","cropRatio=4449,2668&size=140,500,1000,2000,4449","","The Manchester City and England captain Houghton continued to be a leader this year. While her games with the national team were limited by the pandemic, she has remained a mainstay in the City defence and is still one of the best ball-playing centre-backs, again in the top five for completed passes by a central defender in the WSL this season. Her dead-ball abilities also again came to the fore with a stunning strike against her former club Arsenal in their FA Cup semi-final and Houghton got to lift her third FA Cup in four years when her City side put three past Everton in an enthralling FA Cup final last month.","RL","","","TD","JA","header-image-day-1_alligator.png"
"43","90","47","Rachel Daly","Forward","West Ham United","WSL","28","England","English, WSL, Forwards","","","https://media.guim.co.uk/7fa95b2fd959dae8bb0fd625f209c28e1ec9ef41/181_49_1753_1752","cropRatio=1753,1752&size=140,500,1000,1753","https://media.guim.co.uk/a9453eb4a94b1e5488b7f73e5e8347addf90a27e/0_101_3888_2333","cropRatio=3888,2333&size=140,500,1000,2000,3888","","Daly finally got the big breakthrough she had been waiting for in the USA this year. Always a consistent performer and one of the most versatile players in the world, she has often not been able to hold down any one position due to the length of a normal season. But in the NWSL Challenge Cup, Daly got her chance to play solely as a forward and took it in style, her three goals and two assists pivotal in Houston Dash’s success in the tournament and gaining her worldwide recognition. It was also exciting to see her return to the WSL where she has had a solid start for an inconsistent West Ham side, scoring three times in 10 appearances in all competitions. Daly has deserved the year she has had for her incredible work ethic and determination.","RL","","","TD","JA","header-image-day-1_alligator.png"
"44","20","-24","Sari van Veenendaal","Goalkeeper","PSV Eindhoven","Eredivisie Vrouwen","30","Netherlands","Dutch, Other leagues, Goalkeepers","","","https://media.guim.co.uk/bada11fcd80d5b372a4f6a328311c3c6e78b5895/1567_120_1085_1085","cropRatio=1085,1085&size=140,500,1000,1085","https://media.guim.co.uk/286fe9b6811ba0df99f5c2b0ec835aaccaee9a73/108_106_4016_2410","cropRatio=4016,2410&size=140,500,1000,2000,4016","","One of the standout performers at last year’s World Cup, it is no surprise Van Veenendaal suffers a bit of a drop this year. The Netherlands No 1 was in fine form for Atlético Madrid before the season ended early, deciding to return home to PSV in the summer where she has maintained her status as No 1 for club and country. Consistently solid between the sticks, Van Veenendaal regularly picks up clean sheets and while she has moved away from the very top European leagues, her standing under Sarina Wiegman is clearly still in place after another solid year.","RL","","","TD","JA","header-image-day-1_alligator.png"
"45","73","28","Ingrid Engen","Midfielder","Wolfsburg","Frauen Bundesliga","22","Norway","Other nationalities, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/e5d747091536e38f66c1e28aa66380e52760f530/1037_131_2376_2378","cropRatio=2376,2378&size=500,1000,2000,2376","https://media.guim.co.uk/62e8813e73c639c7abe25e6573182aac24e10e10/0_313_4217_2531","cropRatio=4217,2531&size=140,500,1000,2000,4217","","Wolfsburg’s Engen is fast on her way to becoming a complete midfielder, and she is still only 22. The fact she is already a key component of both the Wolfsburg and Norway teams at that age shows just how good she is and she is already regarded as one of the best passers and readers of the game. Engen has also started adding goals to her game, a recent precise curling effort against Turbine Potsdam demonstrating just how much control she has over the ball. She has quickly become one of the best midfielders to watch anywhere in Europe and there is likely still much more to come in the future.","RL","","","TD","JA","header-image-day-1_alligator.png"
"46","68","22","Guro Reiten","Midfielder","Chelsea","WSL","26","Norway","Other nationalities, WSL, Midfielders","","","https://media.guim.co.uk/167faca4d7a833b38e76dcc6f725936d5fa5e566/1503_73_1056_1056","cropRatio=1056,1056&size=140,500,1000,1056","https://media.guim.co.uk/36afbeb273ee7ef38a10df9eacc05ac707c051de/109_81_2238_1343","cropRatio=2238,1343&size=140,500,1000,2000,2238","","The Norwegian Reiten was arguably the signing of the season in the WSL last season. Her natural ability to both score and create goals appeared to be the link Chelsea had been missing as they won both the WSL and the Continental Cup, with Reiten ending the season with an impressive eight assists. Her start to the new season has been quieter as competition for places has ramped up, but her two goals in a 4-1 win against Arsenal in the League Cup served as a reminder of her abilities, as did her recent winner for Norway in a Euro 2021 qualifier against Wales. Few have vision on the pitch like the Norwegian and she’s no doubt going to continue being a vital part of Emma Hayes’s Chelsea side throughout the campaign.","RL","","","TD","JA","header-image-day-1_alligator.png"
"47","","New entry","Kristie Mewis","Midfielder","Houston Dash","NWSL","29","USA","American, NWSL, Midfielders","","","https://media.guim.co.uk/94707e1cf1ffd4ec40c75aafa8cfe80fd149af24/844_187_938_938","cropRatio=938,938&size=140,500,938","https://media.guim.co.uk/aa6f647338b0c276902595780ac55df54853e48f/0_143_4282_2570","cropRatio=4282,2570&size=140,500,1000,2000,4282","","Mewis has been one of the success stories of 2020. She recently returned to the USA team for the first time in six years and has managed to force her way back into contention for the best national side in the world. When Houston Dash won the NWSL Challenge Cup, Mewis hit the back of the net once and was undoubtedly one of her team’s key players, creating chances at will, continuing that good form into the Fall Series where she scored twice and registered five assists, superb figures in such a short competition. Mewis has been a leading performer for the Dash all year in a shorter season but earned her recall to the national team and Vlatko Andonovski will no doubt be keeping her in mind for future camps if she continues to perform at this level.","RL","","","TD","JA","header-image-day-1_alligator.png"
"48","46","-2","Jackie Groenen","Midfielder","Manchester United","WSL","25","Netherlands","Dutch, WSL, Midfielders","","","https://media.guim.co.uk/e3efe51dee27424a8f4122e4628475ff274d2d6c/1672_111_1067_1068","cropRatio=1067,1068&size=500,1000,1067","https://media.guim.co.uk/1d4bb231562734fbb9c681611c337f9e03f867a9/0_182_4282_2569","cropRatio=4282,2569&size=140,500,1000,2000,4282","","Coming off the back of a high at the World Cup in which she scored the winner in the semi-final, Groenen had a solid if unspectacular first season back in England with Manchester United, but this season is performing much closer to the highest level, which has often made her a key midfielder for the Netherlands. It looks as if Groenen has more licence to get forward for United and has often been seen dribbling into the box and trying to unlock opposition defences, and her passing ability has often been a creative key for a new-look attack. On the international stage, two goals in a recent qualifier against Estonia show she still has an eye for goal from midfield, and all in all Groenen has enjoyed a solid 2020.","RL","","","TD","JA","header-image-day-1_alligator.png"
"49","80","31","Khadija Shaw","Forward","Bordeaux","Division 1 Féminine","23","Jamaica","Other nationalities, Division 1 Feminine, Forwards","","","https://media.guim.co.uk/623f1f96520bbb59d253f617a1d14cb522e0e9ad/58_25_1248_1247","cropRatio=1248,1247&size=140,500,1000,1248","https://media.guim.co.uk/f55eb7744a8856fb70741c323f756441bac9033b/0_0_4122_2473","cropRatio=4122,2473&size=140,500,1000,2000,4122","","Shaw is another who rightly rockets up the rankings this year. The 23-year-old is now someone everybody talks about in world football after bursting onto the scene in the last couple of years. When her contract expires at Bordeaux, teams will surely be queuing up for a look at a striker who has pace, technical ability and a natural eye for goal when her movement gets her in the right positions. She’s already bettered her tally of 10 goals from last season in a devastating start to the new campaign, which included four goals against Fleury and a hat-trick against Dijon. One of the best young strikers in the game, Shaw can go wherever she wants in the future and has the ability to achieve whatever she wants too.","RL","","","TD","JA","header-image-day-1_alligator.png"
"50","","Re-entry","Nadia Nadim","Forward","PSG","Division 1 Féminine","32","Denmark","Other nationalities, Division 1 Feminine, Forwards","","","https://media.guim.co.uk/1e03077e53b6aba0a7fd05904f965e0cca6002fb/525_341_2757_2757","cropRatio=2757,2757&size=140,500,1000,2000,2757","https://media.guim.co.uk/1a67685bfd3d9a7a9fe2bf6262df987bdda4d8ed/0_67_3314_1988","cropRatio=3314,1988&size=140,500,1000,2000,3314","","Nadim returns to the top 100 and indeed the top 50 this year after enjoying something of a renaissance with PSG. After a frustrating spell at Manchester City, Nadim hit good form early in 2020 before the league was halted prematurely, but hasn’t allowed the spell with no football to hinder her form. She already had seven goals in six games in France by the start of December, albeit with six coming in an incredible blitz in one league game against Issy. Even if it unbalances her record somewhat, a glance at her international record shows her form in front of goal is no fluke, with five goals in her last four matches for Denmark including two in an important 3-1 win over Italy.","RL","","","TD","JA","header-image-day-1_alligator.png"
"51","","New entry","Caitlin Foord","Forward","Arsenal","WSL","26","Australia","Australian, WSL, Forwards","","","https://media.guim.co.uk/78656a5f06ea33046baaab5b34004fdb045203d2/1089_40_1531_1531","cropRatio=1531,1531&size=140,500,1000,1531","https://media.guim.co.uk/8d618bd16ddd48b413e39ba536876ed5520337db/0_143_4186_2512","cropRatio=4186,2512&size=140,500,1000,2000,4186","","Few players have enjoyed a more fruitful start to a domestic season than Foord. The forward had a frustrating start to 2020 as the WSL season was curtailed shortly after she joined Arsenal, but she showed her quality on the international stage with a hat-trick for Australia in a qualifier for the Tokyo Olympics. Foord has had to wait to finally make the impact her talent deserved for the Gunners, and has wasted no time in making up for lost opportunities. Foord already has four goals and five assists at the start of December, despite having played only seven games, starting five. Her movement and technical ability has allowed her to link superbly with Arsenal’s other attacking players so far this season.","RL","","","TD","JA","header-image-day-1_alligator.png"
"52","","New entry","Sakina Karchaoui","Defender","Lyon","Division 1 Féminine","24","France","French, Division 1 Feminine, Defenders","","","https://media.guim.co.uk/b7e87c758db422d61f1437234db6c25e83b2b0ef/1232_20_1552_1552","cropRatio=1552,1552&size=140,500,1000,1552","https://media.guim.co.uk/1fb936b7e2791732108b7f3560417d152c41ece2/0_47_1000_600","cropRatio=1000,600&size=140,500,1000,1000","","It is long overdue that Karchaoui is recognised as one of the best full-backs in the game and breaks into the 100 for the first time, not far off the top 50. After leaving Montpellier in the summer, Karchaoui was courted by almost every top club in Europe, eventually opting for Lyon – it's a certain sign you have the talent when the European champions come calling. Her incredible athleticism and ability to go past players has helped her quickly slot into life with the Champions League winners and across 2020 she was joint second for chances created from full-back, alongside her teammate Ellie Carpenter. Now also France’s regular starting left-back, Karchaoui at 24 years of age has plenty more to offer.","RL","","","TD","JA","header-image-day-1_alligator.png"
"53","49","-4","Abby Dahlkemper","Defender","North Carolina Courage","NWSL","27","USA","American, NWSL, Defenders","","","https://media.guim.co.uk/88efbc71e7c766a84d31c945b6bb16cd6b9a00b5/977_481_1647_1647","cropRatio=1647,1647&size=140,500,1000,1647","https://media.guim.co.uk/426e23085c0c9b0d7fcdf4a3371db7cbe4a7a32b/0_0_4282_2570","cropRatio=4282,2570&size=140,500,1000,2000,4282","","It’s hard to follow a World Cup-winning year, so it’s testament to Dahlkemper’s quality and consistency that in a year which didn’t even provide a full domestic season, she drops only four places from 2019, when she played a pivotal role in her nation’s success on the world stage. Whether it be alongside Abby Erceg for North Carolina Courage or Becky Sauerbrunn for the USA, Dahlkemper has become one of the most consistent and solid centre-backs anywhere in the world. Like most central defenders these days, she is also comfortable on the ball and completed more passes than any defender for her national team this year. Dahlkemper is now entering the peak years of her career and looks like staying at the top for many more yet.","RL","","","TD","JA","header-image-day-1_alligator.png"
"54","","New entry","Cristiana Girelli","Forward","Juventus","Serie A","30","Italy","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/b994fa390f2e214660be56632e112447674a662c/825_113_1149_1149","cropRatio=1149,1149&size=140,500,1000,1149","https://media.guim.co.uk/903987370962ec09256df5f0c4ce657b9b299096/0_134_4282_2569","cropRatio=4282,2569&size=140,500,1000,2000,4282","","It’s a welcome sight to see Girelli make the list for the first time. Serie A is an ever-improving league and while Juventus have led the way, many of their rivals from the men’s game have entered the fray to try to catch up. If they are to do so, stopping Girelli will be one of their key challenges. Seven goals after December and 16 overall saw her end last season as top scorer and eight goals in the first eight games this season once again put her at the top of the charts. A hat-trick against Bosnia for Italy in September was a nice moment for someone who hasn’t perhaps gained recognition on the big stage yet, but in 2020 there is no doubt Girelli has proven to be one of the most clinical finishers in Europe.","RL","","","TD","JA","header-image-day-1_alligator.png"
"55","","Re-entry","Lena Goessling","Midfielder","Wolfsburg","Frauen Bundesliga","34","Germany","German, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/21af8a1a069e7ac7ebead8092ad824f15e6ddae9/1696_177_1078_1078","cropRatio=1078,1078&size=140,500,1000,1078","https://media.guim.co.uk/ac15b83c894386a30cc020a521fcde683bc72d01/0_116_3474_2085","cropRatio=3474,2085&size=140,500,1000,2000,3474","","The 34-year-old Goessling shows little sign of slowing down, and the end of her Germany commitments appears to have helped sustain her level of performance for Wolfsburg. Capable of playing in midfield given her superb passing ability, Goessling has more often found herself at centre-back from where she has the ability to dictate games. Of central defenders in Europe during 2020, Goessling ranked third for passes completed, with more than 2,000, and had the highest passing accuracy into the final third of anyone in the Champions League. Goessling is one of the truly great defenders whether on the ball or off it, and we should enjoy her while we can as she approaches the back end of a stellar career.","RL","","","TD","JA","header-image-day-1_alligator.png"
"56","","Re-entry","Svenja Huth","Forward","Wolfsburg","Frauen Bundesliga","29","Germany","German, Frauen Bundesliga, Forwards","","","https://media.guim.co.uk/c987f716b6e02e362d8164ebbe18904d0868809b/1276_127_1464_1465","cropRatio=1464,1465&size=500,1000,1464","https://media.guim.co.uk/327fa9accf928fe09ac9e86799966fdfb92e42bf/0_80_2468_1481","cropRatio=2468,1481&size=140,500,1000,2000,2468","","Huth may not have the worldwide standing of Pernille Harder or Caroline Graham Hansen, but they are the only two players who at the start of December had created more chances in attack than Huth during 2020. Not that Huth doesn’t have an eye for goal herself, finding the net three times for Wolfsburg after the restart earlier in the year, and she has already scored twice this season at the time of writing. But it is her vision that sets her apart and has made her a mainstay for one of the top clubs and top national teams in the world. Huth already registered five assists in the league this term by the end of November, but it’s no surprise considering she ranked second for assists in the Champions League last season too. At 29, Huth has taken some time to earn the recognition she deserves but she has confirmed her status as one of the best creative forwards anywhere in Europe in 2020.","RL","","","TD","JA","header-image-day-1_alligator.png"
"57","","New entry","Dominique Janssen","Defender","Wolfsburg ","Frauen Bundesliga","25","Netherlands","Dutch, Frauen Bundesliga, Defenders","","","https://media.guim.co.uk/d17b0ed0813ba0335d382744e6856a6a9d21987a/1934_45_1118_1118","cropRatio=1118,1118&size=140,500,1000,1118","https://media.guim.co.uk/fccaafd9c4a34d06989e2ea23dce7557af6a0fa4/443_533_3839_2304","cropRatio=3839,2304&size=140,500,1000,2000,3839","","Janssen has often gone under the radar and makes her way into the 100 for the first time after a string of impressive and calm performances for the Netherlands as well as the German champions Wolfsburg. Redefined as a centre-back after spells in midfield while playing in England, Janssen exudes confidence playing out from the back and has one of the highest pass completion rates of any centre-back in Europe. She can still chip in with the odd goal whether playing at centre-back or in midfield and has become a very consistent presence for both club and country. There’s good reason she’s a regular starter for both teams.","RL","","","TD","JA","header-image-day-1_alligator.png"
"58","45","-13","Alyssa Naeher","Goalkeeper","Chicago Red Stars","NWSL","32","USA","American, NWSL, Goalkeepers","","","https://media.guim.co.uk/2c7982909feaf99cbc536aafd1baed2c09063554/1411_87_1058_1058","cropRatio=1058,1058&size=140,500,1000,1058","https://media.guim.co.uk/d63731284156944fe751faa86036fd7ca4c4f4cd/941_673_3806_2284","cropRatio=3806,2284&size=140,500,1000,2000,3806","","The undisputed No 1 for the world champions didn’t concede a goal for her country this season, culminating in a return to action last month in a rematch of last year’s World Cup final against the Netherlands and a seventh clean sheet in seven games. Naeher also played every minute of both the Challenge Cup and Fall Series for Chicago Red Stars and ranked as one of the highest goalkeepers for saves made in the former. Rarely flustered under pressure, Naeher continues to be the No 1 for the best team in the world for a reason and she has experienced another very solid year despite the absence of a regular NWSL season.","RL","","","TD","JA","header-image-day-1_alligator.png"
"59","","New entry","Jill Roord","Midfielder","Arsenal","WSL","23","Netherlands","Dutch, WSL, Midfielders","","","https://media.guim.co.uk/9efb30d895cfbfb275c38af3beaa474ed4b895de/1654_140_831_831","cropRatio=831,831&size=140,500,831","https://media.guim.co.uk/c3ae5d2da3a294c7a8a2e2f971332cf44167d119/0_135_4249_2550","cropRatio=4249,2550&size=140,500,1000,2000,4249","","If there was a player who has had a better start to a domestic campaign than Roord, we’d like to see it. The Netherlands midfielder has somewhat redefined herself as a forward at times in 2020, starting as the No 9 in a recent Netherlands match in the absence of Vivianne Miedema. It’s no surprise given her finishing ability, and her back-to-back hat-tricks to kick off the WSL season were truly stunning. An injury unfortunately stalled her but she’s returned to good form, scoring the only goal for her country in a recent win against Russia, and continuing to play an important role wherever she’s utilised by Joe Montemurro at Arsenal.","RL","","","TD","JA","header-image-day-1_alligator.png"
